PlaceName,PlaceNameModern,Latitude,Longitude,NameOfTraveler,YearOfTravel,Description,Citation,Hyperlink,Country,Country,Region,Region,Continent
Barbara,Bahrain,26.0667,50.5577,Lewes Vertomannus,1503,"AFter that the tempestes were appeased, wee gave wynde to our sayles, and in shorte tyme arryued at an Ilande named Barbara, the Prince whereof, is a Mahumetan. The Ilande is not great, but fruitfull and well peopled : it hath abundance of flesh... Al theyr ryches, is in heardes of cattayle.","Lewes Vertomannus, “The Nauigation and Vyages of Lewes Vertomannus... to Regions of Arabia, Egypte, Persia, Syria, Ethiopia, and East India,” in The History of Trauayle in the Vvest and East Indies: And Other Countreys Lying Eyther Way Towardes the Fruitfull and Ryche Moluccaes: As Moscouia, Persia, Arabia, Syria, Aegypte, Ethiopia, Guinea, China in Cathayo, and Giapan: Vvith a Discourse of the Northwest Passage, ed. Pietro Martire d’Anghiera, trans. Richard Eden (London: Richarde Lugge, 1577), Cap. 16. Fol. 378.",https://archive.org/details/historyoftrauayl00angh,Kingdom of Bahrain,,Western Asia,,Asia
"Ormus, or Ar-musium","Ormuz, Iran",27.0593,56.4608,Lewes Vertomannus,1503,"PRoceedyng on our viage, we came to a citie named Ormus, verye fayre. This is seconde to none in good-lye situation, and plentie of pearles: it is in an I-lande dystaunt from the continent twelue myles : It hathe great scarcenesse of freshe water and corne, From other regions is brought thyther all victualles that nou-ryshe the inhabitauntes.","Lewes Vertomannus, “The Nauigation and Vyages of Lewes Vertomannus... to Regions of Arabia, Egypte, Persia, Syria, Ethiopia, and East India,” in The History of Trauayle in the Vvest and East Indies: And Other Countreys Lying Eyther Way Towardes the Fruitfull and Ryche Moluccaes: As Moscouia, Persia, Arabia, Syria, Aegypte, Ethiopia, Guinea, China in Cathayo, and Giapan: Vvith a Discourse of the Northwest Passage, ed. Pietro Martire d’Anghiera, trans. Richard Eden (London: Richarde Lugge, 1577), Cap. 2. Fol. 378.",https://archive.org/details/historyoftrauayl00angh,Iran,,Western Asia,,Asia
Cambaia,"Khambhat, India",22.3181,72.619,Lewes Vertomannus,1503,"En-tryng therefore into India, we came to a certaine porte, which the great and famous ryuer Indus passeth by, and is not far from the citie of Cambaia. It is situate three myles within the lande, towarde the South. The Brigantines or foystes can haue no accesse to it, excepte the fludde ryse hygher then commonly it is woont to do, which sometymes ouerfloweth the lande the space of foure myles. But heere the fluddes haue contrarye courses of increasyng, for heere they increase in the wane of the Moone, but with vs in the full Moone. The citie is walled after our maner, and aboundeth with al necessarie thynges, especially with wheate, and al sorts of holesome and pleasaunt fruites.","Lewes Vertomannus, “The Nauigation and Vyages of Lewes Vertomannus... to Regions of Arabia, Egypte, Persia, Syria, Ethiopia, and East India,” in The History of Trauayle in the Vvest and East Indies: And Other Countreys Lying Eyther Way Towardes the Fruitfull and Ryche Moluccaes: As Moscouia, Persia, Arabia, Syria, Aegypte, Ethiopia, Guinea, China in Cathayo, and Giapan: Vvith a Discourse of the Northwest Passage, ed. Pietro Martire d’Anghiera, trans. Richard Eden (London: Richarde Lugge, 1577), Cap. 1. ",https://archive.org/details/historyoftrauayl00angh,India,,Southern Asia,,Asia
Veull,"Chaul, India",18.5461,72.9272,Lewes Vertomannus,1503,"DEPARTYNG from Cambia, in twelue dayes iorney I came to a citie named Ceull: the land that lieth betweene them both is called Guzerat...the citie hath walles, and is distant from the sea but three myles. A fayre ryuer runneth by the citie, by the whiche much merchandies is brought thyther. The soyle beareth al-most all maner of fruites, except Vynes, Walnuttes, and Chest-nuttes.","Lewes Vertomannus, “The Nauigation and Vyages of Lewes Vertomannus... to Regions of Arabia, Egypte, Persia, Syria, Ethiopia, and East India,” in The History of Trauayle in the Vvest and East Indies: And Other Countreys Lying Eyther Way Towardes the Fruitfull and Ryche Moluccaes: As Moscouia, Persia, Arabia, Syria, Aegypte, Ethiopia, Guinea, China in Cathayo, and Giapan: Vvith a Discourse of the Northwest Passage, ed. Pietro Martire d’Anghiera, trans. Richard Eden (London: Richarde Lugge, 1577), Cap. 3. Pg. 382. ",https://archive.org/details/historyoftrauayl00angh,India,,Southern Asia,,Asia
Dabuly,"Dabhol, India",17.5873,73.1748,Lewes Vertomannus,1503,"Two dayes iorney from hence, is a citie named Dabuly, hauyng a great ryuer runnyng by it. It hath walles after the maner of ours. The soyle is fruiteful, and the citie beautifull.","Lewes Vertomannus, “The Nauigation and Vyages of Lewes Vertomannus... to Regions of Arabia, Egypte, Persia, Syria, Ethiopia, and East India,” in The History of Trauayle in the Vvest and East Indies: And Other Countreys Lying Eyther Way Towardes the Fruitfull and Ryche Moluccaes: As Moscouia, Persia, Arabia, Syria, Aegypte, Ethiopia, Guinea, China in Cathayo, and Giapan: Vvith a Discourse of the Northwest Passage, ed. Pietro Martire d’Anghiera, trans. Richard Eden (London: Richarde Lugge, 1577), Cap. 3. Pg. 383. ",https://archive.org/details/historyoftrauayl00angh,India,,Southern Asia,,Asia
Dechan,"Vijayapura, Karnataka, India",16.8302,75.71,Lewes Vertomannus,1503,"This citie is beautifull in syght, and the soyle very fruite-full and plentifull in maner of all thynges necessarie... The citie is beautified with a marueylous fayre pallace, and the pallace adourned with many fayre roomes, for before you come to the kinges chamber, you must passe by .xliiii. other cham-bers, for the sollers of the chambers are so orderly disposed, that one chamber styll geueth entrye into an other, vntyll you come to the last. The citie is compassed with a wal, after the maner of the Christians. The houses are not vncomely.","Lewes Vertomannus, “The Nauigation and Vyages of Lewes Vertomannus... to Regions of Arabia, Egypte, Persia, Syria, Ethiopia, and East India,” in The History of Trauayle in the Vvest and East Indies: And Other Countreys Lying Eyther Way Towardes the Fruitfull and Ryche Moluccaes: As Moscouia, Persia, Arabia, Syria, Aegypte, Ethiopia, Guinea, China in Cathayo, and Giapan: Vvith a Discourse of the Northwest Passage, ed. Pietro Martire d’Anghiera, trans. Richard Eden (London: Richarde Lugge, 1577), Cap. 5. Pg. 383. ",https://archive.org/details/historyoftrauayl00angh,India,,Southern Asia,,Asia
Bisinagar,"Vijayanagara, India",12.9756,77.5354,Lewes Vertomannus,1503,"THe citie of Bisinager is vnder the dominion of the kyng of Narsinga, and subiect to hym. The citie is very large and well walled, situate on the syde of a hyll, and eyght myles in circuite. It is compassed with a triple wall, and is a famous mart of all sortes of ryche merchaundise. The soyle is marueylous fruitefull, and hath whatsoeuer pertayneth to delicates and pleasures. There is no lande more commodi-ous for haukyng and huntyng, for it hath large playnes and goodly woods: a man would saye it were an earthly Paradyse.","Lewes Vertomannus, “The Nauigation and Vyages of Lewes Vertomannus... to Regions of Arabia, Egypte, Persia, Syria, Ethiopia, and East India,” in The History of Trauayle in the Vvest and East Indies: And Other Countreys Lying Eyther Way Towardes the Fruitfull and Ryche Moluccaes: As Moscouia, Persia, Arabia, Syria, Aegypte, Ethiopia, Guinea, China in Cathayo, and Giapan: Vvith a Discourse of the Northwest Passage, ed. Pietro Martire d’Anghiera, trans. Richard Eden (London: Richarde Lugge, 1577), Cap. 8. ",https://archive.org/details/historyoftrauayl00angh,India,,Southern Asia,,Asia
Calecut,"Kozhikode, Kerala, India",11.22588,75.7804,Lewes Vertomannus,1503,"THE citie of Calecut, is situate vppon the continent or firme lande, and the sea beateth uppon the houses of the citie. There is no porte : but on the South syde about a myle from the citie, is a ryuer which runneth into the ocean sea by a narrow mouth. This runneth by many braunches into the playne feeldes, and is of the inhabitantes by diuers trenches dispearsed to water the grounde. It is not past the depth of three or foure foote of water. The course of it bendeth towarde the citie, and runneth into it. The citie is not compassed with walles, but conteyneth in circuite sixe thousande houses, not adherent or ioynyng togeather after the maner of ours, but by a certayne space distant one from the other, eyther for feare of fyre, or by ignorance of the builders. It is a myle of length. The houses are despicable, as no hygher from the grounde then a man on horsebacke, and are for the most parte couered with boughes of trees, in the steede of tiles or other coueryng. The cause where-of they say to bee, that in digging the grounde fyue or syxe hand-full depth, water immediately issueth foorth. And therefore they can laye no deeper foundations to beare the weyght of any greater buyldyngs.","Lewes Vertomannus, “The Nauigation and Vyages of Lewes Vertomannus... to Regions of Arabia, Egypte, Persia, Syria, Ethiopia, and East India,” in The History of Trauayle in the Vvest and East Indies: And Other Countreys Lying Eyther Way Towardes the Fruitfull and Ryche Moluccaes: As Moscouia, Persia, Arabia, Syria, Aegypte, Ethiopia, Guinea, China in Cathayo, and Giapan: Vvith a Discourse of the Northwest Passage, ed. Pietro Martire d’Anghiera, trans. Richard Eden (London: Richarde Lugge, 1577), Cap. 1. ",https://archive.org/details/historyoftrauayl00angh,India,,Southern Asia,,Asia
The Palace of the King of Calecut,"Kozhikode, Kerala, India",11.22588,75.7804,Lewes Vertomannus,1503,"THe Palace of the kyng of Calecut conteyneth no lesse than a myle in circuite, the wall is not hygh, the buylding is fayre, with beames or postes wel ioynyng the frame, and curiously wrought and carued with the figures & shapes of deuyls on euery syde. Why the walles be no hygher we haue declared before, where we haue spoken of the lowe buyldyng of the houses of the citie : the cause wherof (as we haue saide) is the vnstable grounde, so ful of water, that they can dygge no deapth to lay fundation to beare hygher buyldynges.","Lewes Vertomannus, “The Nauigation and Vyages of Lewes Vertomannus... to Regions of Arabia, Egypte, Persia, Syria, Ethiopia, and East India,” in The History of Trauayle in the Vvest and East Indies: And Other Countreys Lying Eyther Way Towardes the Fruitfull and Ryche Moluccaes: As Moscouia, Persia, Arabia, Syria, Aegypte, Ethiopia, Guinea, China in Cathayo, and Giapan: Vvith a Discourse of the Northwest Passage, ed. Pietro Martire d’Anghiera, trans. Richard Eden (London: Richarde Lugge, 1577), Cap. 12. Pg. 392. ",https://archive.org/details/historyoftrauayl00angh,India,,Southern Asia,,Asia
Caicolon,"Kayamkulam, India",9.172,76.501,Lewes Vertomannus,1503,"...came to a citie named Caicolon, distaunte from the citie of Calecut fiftie leagues: the inhabitantes are idolaters. There is great aboundance of merchaundies, and great fre-quentation. of merchauntes : the soyle beareth of the best kynde of pepper. The kyng of the citie is not very rych. In apparel and maners, they differ little from them of Calecut.","Lewes Vertomannus, “The Nauigation and Vyages of Lewes Vertomannus... to Regions of Arabia, Egypte, Persia, Syria, Ethiopia, and East India,” in The History of Trauayle in the Vvest and East Indies: And Other Countreys Lying Eyther Way Towardes the Fruitfull and Ryche Moluccaes: As Moscouia, Persia, Arabia, Syria, Aegypte, Ethiopia, Guinea, China in Cathayo, and Giapan: Vvith a Discourse of the Northwest Passage, ed. Pietro Martire d’Anghiera, trans. Richard Eden (London: Richarde Lugge, 1577), Cap. 1. Pg. 397. ",https://archive.org/details/historyoftrauayl00angh,India,,Southern Asia,,Asia
Colon,"Kollam, India",8.8932,76.6141,Lewes Vertomannus,1503,"Departyng from thence, in the space of three dayes iorney we came to an other citie, named Colon, about twentie myles distant from the aforesayde. The kyng is an idolater, and a prince of great pow-er, hauyng euer an armie of twentie thousande horsemen : there is a very fayre port. Neare to the sea syde the soyle beareth no corne, yet greate aboundance of fruite and pepper, as in the citie of Calecut...","Lewes Vertomannus, “The Nauigation and Vyages of Lewes Vertomannus... to Regions of Arabia, Egypte, Persia, Syria, Ethiopia, and East India,” in The History of Trauayle in the Vvest and East Indies: And Other Countreys Lying Eyther Way Towardes the Fruitfull and Ryche Moluccaes: As Moscouia, Persia, Arabia, Syria, Aegypte, Ethiopia, Guinea, China in Cathayo, and Giapan: Vvith a Discourse of the Northwest Passage, ed. Pietro Martire d’Anghiera, trans. Richard Eden (London: Richarde Lugge, 1577), Cap. 1. Pg. 397. ",https://archive.org/details/historyoftrauayl00angh,India,,Southern Asia,,Asia
